!Alpha: 0.700000!Shared Interactions vs Total Sequence Similarity: 9317 81.234763
!Global Score: 6546.270428924702
7227.FBpp0298351 9606.ENSP00000386444
7227.FBpp0079609 9606.ENSP00000396704
7227.FBpp0305334 9606.ENSP00000223500
7227.FBpp0083975 9606.ENSP00000432412
7227.FBpp0087322 9606.ENSP00000291576
7227.FBpp0082412 9606.ENSP00000260102
7227.FBpp0081076 9606.ENSP00000287156
7227.FBpp0078416 9606.ENSP00000393393
7227.FBpp0079182 9606.ENSP00000400591
7227.FBpp0081756 9606.ENSP00000287598
7227.FBpp0078473 9606.ENSP00000463376
7227.FBpp0081439 9606.ENSP00000436926
7227.FBpp0082177 9606.ENSP00000351933
7227.FBpp0084766 9606.ENSP00000378699
7227.FBpp0080076 9606.ENSP00000266987
7227.FBpp0271773 9606.ENSP00000322450
7227.FBpp0078349 9606.ENSP00000253413
7227.FBpp0304160 9606.ENSP00000393912
7227.FBpp0081639 9606.ENSP00000256379
7227.FBpp0075124 9606.ENSP00000466298
7227.FBpp0073759 9606.ENSP00000293973
7227.FBpp0080880 9606.ENSP00000240423
7227.FBpp0303260 9606.ENSP00000364133
7227.FBpp0079628 9606.ENSP00000315775
7227.FBpp0288697 9606.ENSP00000282441
7227.FBpp0077537 9606.ENSP00000245206
7227.FBpp0088988 9606.ENSP00000377311
7227.FBpp0074214 9606.ENSP00000242776
7227.FBpp0271767 9606.ENSP00000267814
7227.FBpp0073010 9606.ENSP00000377446
7227.FBpp0078131 9606.ENSP00000223023
7227.FBpp0088268 9606.ENSP00000355759
7227.FBpp0083800 9606.ENSP00000257934
7227.FBpp0077899 9606.ENSP00000363055
7227.FBpp0076215 9606.ENSP00000308413
7227.FBpp0076207 9606.ENSP00000357555
7227.FBpp0099642 9606.ENSP00000469468
7227.FBpp0305034 9606.ENSP00000274606
7227.FBpp0078856 9606.ENSP00000321449
7227.FBpp0077572 9606.ENSP00000324105
7227.FBpp0082467 9606.ENSP00000367721
7227.FBpp0082459 9606.ENSP00000249269
7227.FBpp0077580 9606.ENSP00000306397
7227.FBpp0087958 9606.ENSP00000360782
7227.FBpp0078847 9606.ENSP00000389160
7227.FBpp0070370 9606.ENSP00000268668
7227.FBpp0291230 9606.ENSP00000254976
7227.FBpp0076375 9606.ENSP00000365462
7227.FBpp0071140 9606.ENSP00000332973
7227.FBpp0082093 9606.ENSP00000299886
7227.FBpp0077316 9606.ENSP00000317473
7227.FBpp0070802 9606.ENSP00000356070
7227.FBpp0071288 9606.ENSP00000261708
7227.FBpp0079701 9606.ENSP00000367203
7227.FBpp0080581 9606.ENSP00000306606
7227.FBpp0081351 9606.ENSP00000381003
7227.FBpp0078332 9606.ENSP00000338387
7227.FBpp0305416 9606.ENSP00000363216
7227.FBpp0079640 9606.ENSP00000438144
7227.FBpp0091093 9606.ENSP00000055077
7227.FBpp0085249 9606.ENSP00000263274
7227.FBpp0073204 9606.ENSP00000425133
7227.FBpp0303135 9606.ENSP00000330237
7227.FBpp0079060 9606.ENSP00000162749
7227.FBpp0305561 9606.ENSP00000355922
7227.FBpp0084067 9606.ENSP00000324124
7227.FBpp0290874 9606.ENSP00000245838
7227.FBpp0088566 9606.ENSP00000364073
7227.FBpp0078929 9606.ENSP00000225402
7227.FBpp0087645 9606.ENSP00000261015
7227.FBpp0087821 9606.ENSP00000272995
7227.FBpp0084787 9606.ENSP00000297151
7227.FBpp0080028 9606.ENSP00000261479
7227.FBpp0081384 9606.ENSP00000377486
7227.FBpp0073101 9606.ENSP00000281708
7227.FBpp0305676 9606.ENSP00000303709
7227.FBpp0081596 9606.ENSP00000356243
7227.FBpp0290743 9606.ENSP00000268661
7227.FBpp0084874 9606.ENSP00000416250
7227.FBpp0074835 9606.ENSP00000266079
7227.FBpp0305742 9606.ENSP00000327179
7227.FBpp0082867 9606.ENSP00000311318
7227.FBpp0088519 9606.ENSP00000283290
7227.FBpp0070302 9606.ENSP00000266970
7227.FBpp0070652 9606.ENSP00000364289
7227.FBpp0074843 9606.ENSP00000357873
7227.FBpp0088018 9606.ENSP00000289228
7227.FBpp0289608 9606.ENSP00000319060
7227.FBpp0293728 9606.ENSP00000378306
7227.FBpp0293235 9606.ENSP00000283195
7227.FBpp0080616 9606.ENSP00000309591
7227.FBpp0084842 9606.ENSP00000315791
7227.FBpp0080045 9606.ENSP00000348784
7227.FBpp0074984 9606.ENSP00000309565
7227.FBpp0085134 9606.ENSP00000377878
7227.FBpp0305911 9606.ENSP00000394107
7227.FBpp0075111 9606.ENSP00000262061
7227.FBpp0074609 9606.ENSP00000294179
7227.FBpp0078508 9606.ENSP00000221265
7227.FBpp0079790 9606.ENSP00000283871
7227.FBpp0071818 9606.ENSP00000253457
7227.FBpp0077121 9606.ENSP00000295137
7227.FBpp0091069 9606.ENSP00000352627
7227.FBpp0084521 9606.ENSP00000259938
7227.FBpp0073910 9606.ENSP00000424328
7227.FBpp0074988 9606.ENSP00000222286
7227.FBpp0076017 9606.ENSP00000261733
7227.FBpp0082041 9606.ENSP00000369038
7227.FBpp0087323 9606.ENSP00000235090
7227.FBpp0078417 9606.ENSP00000361275
7227.FBpp0091133 9606.ENSP00000353098
7227.FBpp0074756 9606.ENSP00000259008
7227.FBpp0074859 9606.ENSP00000432279
7227.FBpp0302530 9606.ENSP00000445162
7227.FBpp0079606 9606.ENSP00000272317
7227.FBpp0084761 9606.ENSP00000353741
7227.FBpp0083974 9606.ENSP00000324173
7227.FBpp0081552 9606.ENSP00000367208
7227.FBpp0079527 9606.ENSP00000332455
7227.FBpp0300985 9606.ENSP00000375080
7227.FBpp0081767 9606.ENSP00000296412
7227.FBpp0080707 9606.ENSP00000300408
7227.FBpp0073336 9606.ENSP00000328023
7227.FBpp0306023 9606.ENSP00000418401
7227.FBpp0080787 9606.ENSP00000321636
7227.FBpp0088146 9606.ENSP00000245323
7227.FBpp0073955 9606.ENSP00000300737
7227.FBpp0290701 9606.ENSP00000334188
7227.FBpp0305335 9606.ENSP00000261900
7227.FBpp0079943 9606.ENSP00000300935
7227.FBpp0072494 9606.ENSP00000301764
7227.FBpp0082092 9606.ENSP00000281182
7227.FBpp0080675 9606.ENSP00000262643
7227.FBpp0074229 9606.ENSP00000219255
7227.FBpp0078704 9606.ENSP00000260753
7227.FBpp0303635 9606.ENSP00000274335
7227.FBpp0085563 9606.ENSP00000293860
7227.FBpp0088843 9606.ENSP00000361021
7227.FBpp0083905 9606.ENSP00000362744
7227.FBpp0083802 9606.ENSP00000433821
7227.FBpp0304617 9606.ENSP00000335321
7227.FBpp0088055 9606.ENSP00000261819
7227.FBpp0083354 9606.ENSP00000262306
7227.FBpp0088904 9606.ENSP00000262269
7227.FBpp0083695 9606.ENSP00000261396
7227.FBpp0082998 9606.ENSP00000342262
7227.FBpp0078361 9606.ENSP00000292035
7227.FBpp0077587 9606.ENSP00000420321
7227.FBpp0082377 9606.ENSP00000327191
7227.FBpp0291228 9606.ENSP00000173229
7227.FBpp0078641 9606.ENSP00000353654
7227.FBpp0076386 9606.ENSP00000296266
7227.FBpp0087676 9606.ENSP00000397441
7227.FBpp0084759 9606.ENSP00000365773
7227.FBpp0071475 9606.ENSP00000311113
7227.FBpp0076374 9606.ENSP00000364578
7227.FBpp0083319 9606.ENSP00000342181
7227.FBpp0082468 9606.ENSP00000255108
7227.FBpp0288680 9606.ENSP00000216714
7227.FBpp0303214 9606.ENSP00000363734
7227.FBpp0072200 9606.ENSP00000370223
7227.FBpp0086711 9606.ENSP00000376076
7227.FBpp0084520 9606.ENSP00000309757
7227.FBpp0073338 9606.ENSP00000438455
7227.FBpp0300338 9606.ENSP00000227868
7227.FBpp0083588 9606.ENSP00000445175
7227.FBpp0081834 9606.ENSP00000335304
7227.FBpp0085365 9606.ENSP00000360672
7227.FBpp0083769 9606.ENSP00000342307
7227.FBpp0077357 9606.ENSP00000369497
7227.FBpp0081350 9606.ENSP00000265097
7227.FBpp0074608 9606.ENSP00000336868
7227.FBpp0071198 9606.ENSP00000306866
7227.FBpp0078633 9606.ENSP00000361465
7227.FBpp0086249 9606.ENSP00000276014
7227.FBpp0087566 9606.ENSP00000209728
7227.FBpp0081333 9606.ENSP00000375892
7227.FBpp0082462 9606.ENSP00000282185
7227.FBpp0076003 9606.ENSP00000374574
7227.FBpp0081599 9606.ENSP00000417602
7227.FBpp0291495 9606.ENSP00000264639
7227.FBpp0073686 9606.ENSP00000316176
7227.FBpp0084786 9606.ENSP00000333266
7227.FBpp0072312 9606.ENSP00000225430
7227.FBpp0074301 9606.ENSP00000354772
7227.FBpp0071259 9606.ENSP00000305790
7227.FBpp0084191 9606.ENSP00000283109
7227.FBpp0070650 9606.ENSP00000312311
7227.FBpp0088565 9606.ENSP00000216190
7227.FBpp0302781 9606.ENSP00000405455
7227.FBpp0304737 9606.ENSP00000245544
7227.FBpp0077900 9606.ENSP00000264515
7227.FBpp0075010 9606.ENSP00000362058
7227.FBpp0076599 9606.ENSP00000258648
7227.FBpp0112462 9606.ENSP00000282892
7227.FBpp0070298 9606.ENSP00000263559
7227.FBpp0071279 9606.ENSP00000364188
7227.FBpp0083704 9606.ENSP00000282344
7227.FBpp0074562 9606.ENSP00000334008
7227.FBpp0071034 9606.ENSP00000339495
7227.FBpp0087709 9606.ENSP00000348596
7227.FBpp0303456 9606.ENSP00000252818
7227.FBpp0085933 9606.ENSP00000005226
7227.FBpp0304954 9606.ENSP00000356989
7227.FBpp0083111 9606.ENSP00000226193
7227.FBpp0304214 9606.ENSP00000356563
7227.FBpp0293344 9606.ENSP00000359424
7227.FBpp0305507 9606.ENSP00000295440
7227.FBpp0289737 9606.ENSP00000343463
7227.FBpp0297159 9606.ENSP00000370719
7227.FBpp0070963 9606.ENSP00000287936
7227.FBpp0082046 9606.ENSP00000262027
7227.FBpp0091108 9606.ENSP00000314505
7227.FBpp0290037 9606.ENSP00000233809
7227.FBpp0091151 9606.ENSP00000305480
7227.FBpp0305207 9606.ENSP00000363284
7227.FBpp0087335 9606.ENSP00000358854
7227.FBpp0112173 9606.ENSP00000297540
7227.FBpp0083348 9606.ENSP00000263967
7227.FBpp0078433 9606.ENSP00000403852
7227.FBpp0070208 9606.ENSP00000356832
7227.FBpp0302537 9606.ENSP00000346598
7227.FBpp0079607 9606.ENSP00000222402
7227.FBpp0082477 9606.ENSP00000363019
7227.FBpp0087475 9606.ENSP00000261868
7227.FBpp0076182 9606.ENSP00000262177
7227.FBpp0076782 9606.ENSP00000327583
7227.FBpp0085786 9606.ENSP00000265686
7227.FBpp0086526 9606.ENSP00000296684
7227.FBpp0070355 9606.ENSP00000264028
7227.FBpp0084211 9606.ENSP00000237380
7227.FBpp0079009 9606.ENSP00000356789
7227.FBpp0088273 9606.ENSP00000221930
7227.FBpp0084936 9606.ENSP00000302783
7227.FBpp0079294 9606.ENSP00000217446
7227.FBpp0091119 9606.ENSP00000380177
7227.FBpp0075491 9606.ENSP00000363794
7227.FBpp0083774 9606.ENSP00000343690
7227.FBpp0080674 9606.ENSP00000462945
7227.FBpp0086954 9606.ENSP00000232458
7227.FBpp0072056 9606.ENSP00000380969
7227.FBpp0304511 9606.ENSP00000313420
7227.FBpp0074115 9606.ENSP00000228347
7227.FBpp0083564 9606.ENSP00000331111
7227.FBpp0072239 9606.ENSP00000338862
7227.FBpp0083931 9606.ENSP00000298552
7227.FBpp0076872 9606.ENSP00000253099
7227.FBpp0083906 9606.ENSP00000261303
7227.FBpp0073898 9606.ENSP00000262903
7227.FBpp0072674 9606.ENSP00000306223
7227.FBpp0079399 9606.ENSP00000316121
7227.FBpp0083884 9606.ENSP00000328789
7227.FBpp0083954 9606.ENSP00000264903
7227.FBpp0079380 9606.ENSP00000261951
7227.FBpp0082469 9606.ENSP00000428982
7227.FBpp0297477 9606.ENSP00000320025
7227.FBpp0074129 9606.ENSP00000368984
7227.FBpp0072388 9606.ENSP00000321711
7227.FBpp0073902 9606.ENSP00000275603
7227.FBpp0074061 9606.ENSP00000317985
7227.FBpp0304830 9606.ENSP00000256854
7227.FBpp0071476 9606.ENSP00000283632
7227.FBpp0289083 9606.ENSP00000357288
7227.FBpp0076549 9606.ENSP00000257700
7227.FBpp0288532 9606.ENSP00000304592
7227.FBpp0071278 9606.ENSP00000330787
7227.FBpp0081544 9606.ENSP00000260210
7227.FBpp0087648 9606.ENSP00000318195
7227.FBpp0084507 9606.ENSP00000348944
7227.FBpp0086239 9606.ENSP00000285930
7227.FBpp0075519 9606.ENSP00000245816
7227.FBpp0099935 9606.ENSP00000300107
7227.FBpp0088355 9606.ENSP00000254719
7227.FBpp0084831 9606.ENSP00000260363
7227.FBpp0070177 9606.ENSP00000377969
7227.FBpp0080121 9606.ENSP00000219252
7227.FBpp0076819 9606.ENSP00000263181
7227.FBpp0070654 9606.ENSP00000229758
7227.FBpp0076090 9606.ENSP00000233146
7227.FBpp0073090 9606.ENSP00000415032
7227.FBpp0074406 9606.ENSP00000338990
7227.FBpp0074554 9606.ENSP00000295930
7227.FBpp0087511 9606.ENSP00000364320
7227.FBpp0087094 9606.ENSP00000215829
7227.FBpp0292226 9606.ENSP00000313674
7227.FBpp0073459 9606.ENSP00000424417
7227.FBpp0074841 9606.ENSP00000347251
7227.FBpp0088537 9606.ENSP00000249299
7227.FBpp0077630 9606.ENSP00000344241
7227.FBpp0080622 9606.ENSP00000300146
7227.FBpp0080701 9606.ENSP00000221114
7227.FBpp0305095 9606.ENSP00000302961
7227.FBpp0112385 9606.ENSP00000262077
7227.FBpp0070115 9606.ENSP00000332444
7227.FBpp0083141 9606.ENSP00000301587
7227.FBpp0083126 9606.ENSP00000276062
7227.FBpp0076005 9606.ENSP00000347988
7227.FBpp0071684 9606.ENSP00000325612
7227.FBpp0079406 9606.ENSP00000352706
7227.FBpp0070087 9606.ENSP00000450436
7227.FBpp0085288 9606.ENSP00000351596
7227.FBpp0088543 9606.ENSP00000344546
7227.FBpp0081565 9606.ENSP00000301072
7227.FBpp0084351 9606.ENSP00000353564
7227.FBpp0081336 9606.ENSP00000446121
7227.FBpp0080089 9606.ENSP00000384515
7227.FBpp0291978 9606.ENSP00000395323
7227.FBpp0088818 9606.ENSP00000362261
7227.FBpp0088092 9606.ENSP00000380024
7227.FBpp0080111 9606.ENSP00000360266
7227.FBpp0110338 9606.ENSP00000368190
7227.FBpp0303745 9606.ENSP00000388320
7227.FBpp0073513 9606.ENSP00000421689
7227.FBpp0073355 9606.ENSP00000263672
7227.FBpp0082834 9606.ENSP00000379204
7227.FBpp0074419 9606.ENSP00000356953
7227.FBpp0075274 9606.ENSP00000363308
7227.FBpp0082044 9606.ENSP00000355890
7227.FBpp0086520 9606.ENSP00000261254
7227.FBpp0073606 9606.ENSP00000378588
7227.FBpp0079417 9606.ENSP00000274764
7227.FBpp0076186 9606.ENSP00000339007
7227.FBpp0290035 9606.ENSP00000361446
7227.FBpp0271779 9606.ENSP00000323065
7227.FBpp0083658 9606.ENSP00000304102
7227.FBpp0075119 9606.ENSP00000262193
7227.FBpp0087583 9606.ENSP00000340305
7227.FBpp0084959 9606.ENSP00000380156
7227.FBpp0078490 9606.ENSP00000265339
7227.FBpp0070382 9606.ENSP00000296792
7227.FBpp0079946 9606.ENSP00000354040
7227.FBpp0072560 9606.ENSP00000356015
7227.FBpp0112455 9606.ENSP00000336752
7227.FBpp0082110 9606.ENSP00000453785
7227.FBpp0083989 9606.ENSP00000366997
7227.FBpp0071138 9606.ENSP00000320309
7227.FBpp0303257 9606.ENSP00000257818
7227.FBpp0110163 9606.ENSP00000300291
7227.FBpp0091131 9606.ENSP00000366962
7227.FBpp0306223 9606.ENSP00000358716
7227.FBpp0086795 9606.ENSP00000329558
7227.FBpp0082985 9606.ENSP00000327070
7227.FBpp0085281 9606.ENSP00000401018
7227.FBpp0304607 9606.ENSP00000265148
7227.FBpp0079648 9606.ENSP00000358762
7227.FBpp0087883 9606.ENSP00000362092
7227.FBpp0071142 9606.ENSP00000363746
7227.FBpp0078689 9606.ENSP00000253039
7227.FBpp0099610 9606.ENSP00000346080
7227.FBpp0073906 9606.ENSP00000264995
7227.FBpp0082994 9606.ENSP00000368927
7227.FBpp0304831 9606.ENSP00000380178
7227.FBpp0077885 9606.ENSP00000360116
7227.FBpp0291369 9606.ENSP00000360613
7227.FBpp0071958 9606.ENSP00000313454
7227.FBpp0075937 9606.ENSP00000234170
7227.FBpp0070395 9606.ENSP00000349525
7227.FBpp0305197 9606.ENSP00000295066
7227.FBpp0304594 9606.ENSP00000347408
7227.FBpp0078760 9606.ENSP00000409952
7227.FBpp0089047 9606.ENSP00000288139
7227.FBpp0082541 9606.ENSP00000324549
7227.FBpp0081896 9606.ENSP00000363779
7227.FBpp0088502 9606.ENSP00000295598
7227.FBpp0075272 9606.ENSP00000261636
7227.FBpp0081545 9606.ENSP00000269980
7227.FBpp0071459 9606.ENSP00000301457
7227.FBpp0305611 9606.ENSP00000290649
7227.FBpp0075827 9606.ENSP00000228463
7227.FBpp0081560 9606.ENSP00000262033
7227.FBpp0289444 9606.ENSP00000358421
7227.FBpp0075680 9606.ENSP00000391826
7227.FBpp0084721 9606.ENSP00000352802
7227.FBpp0076592 9606.ENSP00000373730
7227.FBpp0078055 9606.ENSP00000466121
7227.FBpp0300957 9606.ENSP00000319240
7227.FBpp0079677 9606.ENSP00000365016
7227.FBpp0293863 9606.ENSP00000366828
7227.FBpp0080391 9606.ENSP00000260731
7227.FBpp0080860 9606.ENSP00000402084
7227.FBpp0304499 9606.ENSP00000321656
7227.FBpp0070175 9606.ENSP00000361298
7227.FBpp0081324 9606.ENSP00000326381
7227.FBpp0080120 9606.ENSP00000360621
7227.FBpp0113035 9606.ENSP00000463999
7227.FBpp0075761 9606.ENSP00000370460
7227.FBpp0079445 9606.ENSP00000266458
7227.FBpp0079641 9606.ENSP00000467024
7227.FBpp0088021 9606.ENSP00000292644
7227.FBpp0088016 9606.ENSP00000347277
7227.FBpp0082743 9606.ENSP00000350512
7227.FBpp0084016 9606.ENSP00000346725
7227.FBpp0077353 9606.ENSP00000318861
7227.FBpp0075048 9606.ENSP00000243563
7227.FBpp0301595 9606.ENSP00000262419
7227.FBpp0079709 9606.ENSP00000285393
7227.FBpp0112320 9606.ENSP00000370414
7227.FBpp0071685 9606.ENSP00000299138
7227.FBpp0087095 9606.ENSP00000280326
7227.FBpp0076643 9606.ENSP00000358867
7227.FBpp0073526 9606.ENSP00000362649
7227.FBpp0079203 9606.ENSP00000253699
7227.FBpp0288393 9606.ENSP00000354560
7227.FBpp0079332 9606.ENSP00000436005
7227.FBpp0087250 9606.ENSP00000317331
7227.FBpp0073682 9606.ENSP00000356286
7227.FBpp0078013 9606.ENSP00000398880
7227.FBpp0075520 9606.ENSP00000393725
7227.FBpp0091096 9606.ENSP00000328484
7227.FBpp0071945 9606.ENSP00000349305
7227.FBpp0303105 9606.ENSP00000363708
7227.FBpp0087807 9606.ENSP00000301046
7227.FBpp0086747 9606.ENSP00000358866
7227.FBpp0303020 9606.ENSP00000389140
7227.FBpp0091105 9606.ENSP00000216367
7227.FBpp0070205 9606.ENSP00000338573
7227.FBpp0305778 9606.ENSP00000164227
7227.FBpp0288698 9606.ENSP00000317039
7227.FBpp0072475 9606.ENSP00000268607
7227.FBpp0082727 9606.ENSP00000297990
7227.FBpp0305215 9606.ENSP00000401399
7227.FBpp0074588 9606.ENSP00000349959
7227.FBpp0083659 9606.ENSP00000425107
7227.FBpp0074936 9606.ENSP00000328854
7227.FBpp0074074 9606.ENSP00000247461
7227.FBpp0304907 9606.ENSP00000260570
7227.FBpp0074821 9606.ENSP00000293777
7227.FBpp0303578 9606.ENSP00000422591
7227.FBpp0072561 9606.ENSP00000355013
7227.FBpp0085460 9606.ENSP00000343657
7227.FBpp0087472 9606.ENSP00000426638
7227.FBpp0088796 9606.ENSP00000221167
7227.FBpp0085082 9606.ENSP00000253339
7227.FBpp0075117 9606.ENSP00000258418
7227.FBpp0091115 9606.ENSP00000445831
7227.FBpp0091137 9606.ENSP00000354723
7227.FBpp0084669 9606.ENSP00000349428
7227.FBpp0086393 9606.ENSP00000366934
